"","First.Name","Last.Name","Team","Position","Height.inches.","Weight.pounds.","Age","BMI"
"776","Ryan","Ketchner","SD","Relief Pitcher",73,190,24.87,2.6027397260274
"777","Andrew","Brown","SD","Relief Pitcher",78,230,26.03,2.94871794871795
"778","Royce","Ring","SD","Relief Pitcher",72,220,26.19,3.05555555555556
"779","Justin","Hampson","SD","Relief Pitcher",73,200,26.77,2.73972602739726
"780","Kevin","Cameron","SD","Relief Pitcher",73,180,27.21,2.46575342465753
"781","Mike","Adams","SD","Relief Pitcher",77,190,28.59,2.46753246753247
"782","Heath","Bell","SD","Relief Pitcher",74,244,29.42,3.2972972972973
"783","Scott","Linebrink","SD","Relief Pitcher",75,208,30.57,2.77333333333333
"784","Scott","Strickland","SD","Relief Pitcher",71,180,30.84,2.53521126760563
"785","Scott","Cassidy","SD","Relief Pitcher",74,170,31.41,2.2972972972973
"786","Trevor","Hoffman","SD","Relief Pitcher",72,215,39.38,2.98611111111111
"787","Doug","Brocail","SD","Relief Pitcher",77,235,39.79,3.05194805194805
"788","Marcus","Giles","SD","Second Baseman",68,180,28.79,2.64705882352941
"789","Todd","Walker","SD","Second Baseman",72,185,33.77,2.56944444444444
"790","Khalil","Greene","SD","Shortstop",71,210,27.36,2.95774647887324
"791","Geoff","Blum","SD","Shortstop",75,200,33.85,2.66666666666667
"792","Jake","Peavy","SD","Starting Pitcher",73,180,25.75,2.46575342465753
"793","Mike","Thompson","SD","Starting Pitcher",76,200,26.31,2.63157894736842
"794","Clay","Hensley","SD","Starting Pitcher",71,190,27.5,2.67605633802817
"795","Chris","Young","SD","Starting Pitcher",82,250,27.77,3.04878048780488
"796","Greg","Maddux","SD","Starting Pitcher",72,185,40.88,2.56944444444444
"797","Rene","Rivera","SEA","Catcher",70,190,23.58,2.71428571428571
"798","Kenji","Johjima","SEA","Catcher",72,200,30.73,2.77777777777778
"799","Ben","Broussard","SEA","First Baseman",74,220,30.43,2.97297297297297
"800","Richie","Sexson","SEA","First Baseman",80,237,32.17,2.9625
"801","Adam","Jones","SEA","Outfielder",74,200,21.58,2.7027027027027
"802","Mike","Morse","SEA","Outfielder",76,220,24.94,2.89473684210526
"803","Jeremy","Reed","SEA","Outfielder",72,185,25.71,2.56944444444444
"804","Willie","Bloomquist","SEA","Outfielder",71,185,29.26,2.6056338028169
"805","Jose","Guillen","SEA","Outfielder",71,190,30.79,2.67605633802817
"806","Ichiro","Suzuki","SEA","Outfielder",69,172,33.36,2.49275362318841
"807","Raul","Ibanez","SEA","Outfielder",74,200,34.74,2.7027027027027
"808","Eric","O'Flaherty","SEA","Relief Pitcher",74,195,22.06,2.63513513513514
"809","Cesar","Jimenez","SEA","Relief Pitcher",71,180,22.3,2.53521126760563
"810","Mark","Lowe","SEA","Relief Pitcher",75,190,23.73,2.53333333333333
"811","Jake","Woods","SEA","Relief Pitcher",73,190,25.49,2.6027397260274
"812","Jon","Huber","SEA","Relief Pitcher",74,195,25.65,2.63513513513514
"813","Sean","Green","SEA","Relief Pitcher",78,230,27.86,2.94871794871795
"814","Chris","Reitsma","SEA","Relief Pitcher",77,235,29.16,3.05194805194805
"815","Julio","Mateo","SEA","Relief Pitcher",72,177,29.58,2.45833333333333
"816","George","Sherrill","SEA","Relief Pitcher",72,210,29.86,2.91666666666667
"817","J.J.","Putz","SEA","Relief Pitcher",77,220,30.02,2.85714285714286
"818","Jose","Lopez","SEA","Second Baseman",74,170,23.27,2.2972972972973
"819","Jose","Vidro","SEA","Second Baseman",71,193,32.51,2.71830985915493
"820","Oswaldo","Navarro","SEA","Shortstop",72,150,22.41,2.08333333333333
"821","Yuniesky","Betancourt","SEA","Shortstop",70,190,25.08,2.71428571428571
"822","Felix","Hernandez","SEA","Starting Pitcher",75,225,20.9,3
"823","Ryan","Feierabend","SEA","Starting Pitcher",75,190,21.52,2.53333333333333
"824","Sean","White","SEA","Starting Pitcher",76,195,25.85,2.56578947368421
"825","Cha","Baek","SEA","Starting Pitcher",76,190,26.75,2.5
"826","Horacio","Ramirez","SEA","Starting Pitcher",73,219,27.27,3
"827","Jeff","Weaver","SEA","Starting Pitcher",77,200,30.52,2.5974025974026
"828","Jarrod","Washburn","SEA","Starting Pitcher",73,195,32.55,2.67123287671233
"829","Miguel","Batista","SEA","Starting Pitcher",73,197,36.03,2.6986301369863
"830","Adrian","Beltre","SEA","Third Baseman",71,220,27.9,3.09859154929577
"831","Eliezer","Alfonzo","SF","Catcher",72,223,28.06,3.09722222222222
"832","Bengie","Molina","SF","Catcher",71,220,32.61,3.09859154929577
"833","Lance","Niekro","SF","First Baseman",75,210,28.08,2.8
"834","Mark","Sweeney","SF","First Baseman",73,215,37.34,2.94520547945205
"835","Fred","Lewis","SF","Outfielder",74,190,26.22,2.56756756756757
"836","Todd","Linden","SF","Outfielder",75,210,26.67,2.8
"837","Jason","Ellison","SF","Outfielder",70,180,28.91,2.57142857142857
"838","Randy","Winn","SF","Outfielder",74,197,32.73,2.66216216216216
"839","Dave","Roberts","SF","Outfielder",70,180,34.75,2.57142857142857
"840","Ryan","Klesko","SF","Outfielder",75,220,35.72,2.93333333333333
"841","Barry","Bonds","SF","Outfielder",74,228,42.6,3.08108108108108
"842","Brian","Wilson","SF","Relief Pitcher",73,205,24.96,2.80821917808219
"843","Merkin","Valdez","SF","Relief Pitcher",77,208,25.3,2.7012987012987
"844","Billy","Sadler","SF","Relief Pitcher",72,190,25.44,2.63888888888889
"845","Pat","Misch","SF","Relief Pitcher",74,170,25.53,2.2972972972973
"846","Kevin","Correia","SF","Relief Pitcher",75,200,26.52,2.66666666666667
"847","Scott","Munter","SF","Relief Pitcher",78,240,26.98,3.07692307692308
"848","Brad","Hennessey","SF","Relief Pitcher",74,185,27.06,2.5
"849","Vinnie","Chulk","SF","Relief Pitcher",74,195,28.2,2.63513513513514
"850","Jack","Taschner","SF","Relief Pitcher",75,207,28.86,2.76
"851","Armando","Benitez","SF","Relief Pitcher",76,229,34.32,3.01315789473684
"852","Steve","Kline","SF","Relief Pitcher",73,215,34.52,2.94520547945205
"853","Kevin","Frandsen","SF","Second Baseman",72,175,24.77,2.43055555555556
"854","Ray","Durham","SF","Second Baseman",68,196,35.25,2.88235294117647
"855","Omar","Vizquel","SF","Shortstop",69,175,39.85,2.53623188405797
"856","Kelyn","Acosta","SF","Starting Pitcher",73,204,21.85,2.79452054794521
"857","Matt","Cain","SF","Starting Pitcher",75,216,22.41,2.88
"858","Jonathan","Sanchez","SF","Starting Pitcher",74,165,24.28,2.22972972972973
"859","Noah","Lowry","SF","Starting Pitcher",74,210,26.39,2.83783783783784
"860","Barry","Zito","SF","Starting Pitcher",76,215,28.8,2.82894736842105
"861","Matt","Morris","SF","Starting Pitcher",77,220,32.56,2.85714285714286
"862","Russ","Ortiz","SF","Starting Pitcher",73,208,32.74,2.84931506849315
"863","Pedro","Feliz","SF","Third Baseman",73,205,31.84,2.80821917808219
"864","Rich","Aurilia","SF","Third Baseman",73,189,35.49,2.58904109589041
"865","Yadier","Molina","STL","Catcher",71,225,24.63,3.16901408450704
"866","Gary","Bennett","STL","Catcher",72,208,34.87,2.88888888888889
"867","Albert","Pujols","STL","First Baseman",75,225,27.12,3
"868","John","Nelson","STL","First Baseman",73,190,27.99,2.6027397260274
"869","Chris","Duncan","STL","Outfielder",77,210,25.82,2.72727272727273
"870","Skip","Schumaker","STL","Outfielder",70,175,27.07,2.5
"871","John","Rodriguez","STL","Outfielder",72,205,29.11,2.84722222222222
"872","Juan","Encarnacion","STL","Outfielder",75,215,30.98,2.86666666666667
"873","Jim","Edmonds","STL","Outfielder",73,212,36.68,2.9041095890411
"874","So","Taguchi","STL","Outfielder",70,163,37.66,2.32857142857143
"875","Brad","Thompson","STL","Relief Pitcher",73,190,25.08,2.6027397260274
"876","Chris","Narveson","STL","Relief Pitcher",75,205,25.19,2.73333333333333
"877","Tyler","Johnson","STL","Relief Pitcher",74,180,25.73,2.43243243243243
"878","Josh","Kinney","STL","Relief Pitcher",73,195,27.92,2.67123287671233
"879","Josh","Hancock","STL","Relief Pitcher",75,205,28.89,2.73333333333333
"880","Randy","Keisler","STL","Relief Pitcher",75,190,31.01,2.53333333333333
"881","Randy","Flores","STL","Relief Pitcher",72,180,31.58,2.5
"882","Braden","Looper","STL","Relief Pitcher",75,220,32.34,2.93333333333333
"883","Jason","Isringhausen","STL","Relief Pitcher",75,230,34.48,3.06666666666667
"884","Ricardo","Rincon","STL","Relief Pitcher",69,190,36.88,2.7536231884058
"885","Russ","Springer","STL","Relief Pitcher",76,211,38.31,2.77631578947368
"886","Aaron","Miles","STL","Second Baseman",67,180,30.21,2.6865671641791
"887","Adam","Kennedy","STL","Second Baseman",73,185,31.14,2.53424657534247
"888","David","Eckstein","STL","Shortstop",67,165,32.11,2.46268656716418
"889","Anthony","Reyes","STL","Starting Pitcher",74,215,25.37,2.9054054054054
"890","Adam","Wainwright","STL","Starting Pitcher",79,205,25.5,2.59493670886076
"891","Mark","Mulder","STL","Starting Pitcher",78,208,29.57,2.66666666666667
"892","Kip","Wells","STL","Starting Pitcher",75,200,29.86,2.66666666666667
"893","Chris","Carpenter","STL","Starting Pitcher",78,230,31.84,2.94871794871795
"894","Ryan","Franklin","STL","Starting Pitcher",75,180,33.99,2.4
"895","Scott","Rolen","STL","Third Baseman",76,240,31.91,3.1578947368421
"896","Scott","Spiezio","STL","Third Baseman",74,220,34.44,2.97297297297297
"897","Dioner","Navarro","TB","Catcher",70,190,23.06,2.71428571428571
"898","Shawn","Riggans","TB","Catcher",74,190,26.6,2.56756756756757
"899","Josh","Paul","TB","Catcher",73,200,31.78,2.73972602739726
"900","Jonny","Gomes","TB","Designated Hitter",73,205,26.27,2.80821917808219
"901","Ty","Wigginton","TB","First Baseman",72,200,29.39,2.77777777777778
"902","Delmon","Young","TB","Outfielder",75,205,21.46,2.73333333333333
"903","Elijah","Dukes","TB","Outfielder",74,220,22.68,2.97297297297297
"904","Rocco","Baldelli","TB","Outfielder",76,187,25.43,2.46052631578947
"905","Carl","Crawford","TB","Outfielder",74,219,25.57,2.95945945945946
"906","Greg","Norton","TB","Outfielder",73,200,34.65,2.73972602739726
"907","Jae-Kuk","Ryu","TB","Relief Pitcher",75,220,23.75,2.93333333333333
"908","Seth","McClung","TB","Relief Pitcher",78,235,26.06,3.01282051282051
"909","Chad","Orvella","TB","Relief Pitcher",71,190,26.41,2.67605633802817
"910","Jeff","Ridgway","TB","Relief Pitcher",75,180,26.54,2.4
"911","Ruddy","Lugo","TB","Relief Pitcher",70,205,26.77,2.92857142857143
"912","Jon","Switzer","TB","Relief Pitcher",75,191,27.55,2.54666666666667
"913","Juan","Salas","TB","Relief Pitcher",74,190,28.31,2.56756756756757
"914","Scott","Dohmann","TB","Relief Pitcher",73,181,29.04,2.47945205479452
"915","Shawn","Camp","TB","Relief Pitcher",73,200,31.28,2.73972602739726
"916","Dan","Miceli","TB","Relief Pitcher",72,215,36.47,2.98611111111111
"917","Jorge","Cantu","TB","Second Baseman",73,184,25.08,2.52054794520548
"918","Brendan","Harris","TB","Second Baseman",73,200,26.51,2.73972602739726
"919","Ben","Zobrist","TB","Shortstop",75,200,25.76,2.66666666666667
"920","Scott","Kazmir","TB","Starting Pitcher",72,170,23.1,2.36111111111111
"921","Edwin","Jackson","TB","Starting Pitcher",75,190,23.47,2.53333333333333
"922","J.P.","Howell","TB","Starting Pitcher",72,175,23.85,2.43055555555556
"923","Jason","Hammel","TB","Starting Pitcher",78,200,24.49,2.56410256410256
"924","James","Shields","TB","Starting Pitcher",76,214,25.19,2.81578947368421
"925","Brian","Stokes","TB","Starting Pitcher",73,200,27.48,2.73972602739726
"926","Tim","Corcoran","TB","Starting Pitcher",74,205,28.88,2.77027027027027
"927","Casey","Fossum","TB","Starting Pitcher",73,160,29.14,2.19178082191781
"928","Jae","Seo","TB","Starting Pitcher",73,215,29.77,2.94520547945205
"929","B.J.","Upton","TB","Third Baseman",75,180,22.52,2.4
"930","Chris","Stewart","TEX","Catcher",76,205,25.03,2.69736842105263
"931","Guillermo","Quiroz","TEX","Catcher",73,202,25.25,2.76712328767123
"932","Gerald","Laird","TEX","Catcher",74,220,27.3,2.97297297297297
"933","Miguel","Ojeda","TEX","Catcher",74,190,32.08,2.56756756756757
"934","Jason","Botts","TEX","Designated Hitter",77,250,26.6,3.24675324675325
"935","Mark","Teixeira","TEX","First Baseman",75,220,26.89,2.93333333333333
"936","Nelson","Cruz","TEX","Outfielder",75,175,26.66,2.33333333333333
"937","Marlon","Byrd","TEX","Outfielder",72,229,29.5,3.18055555555556
"938","Brad","Wilkerson","TEX","Outfielder",72,206,29.75,2.86111111111111
"939","Frank","Catalanotto","TEX","Outfielder",71,195,32.84,2.74647887323944
"940","Sammy","Sosa","TEX","Outfielder",72,220,38.3,3.05555555555556
"941","Kenny","Lofton","TEX","Outfielder",72,180,39.75,2.5
"942","Scott","Feldman","TEX","Relief Pitcher",77,210,24.06,2.72727272727273
"943","Wes","Littleton","TEX","Relief Pitcher",74,210,24.49,2.83783783783784
"944","Josh","Rupe","TEX","Relief Pitcher",74,200,24.53,2.7027027027027
"945","Francisco","Cruceta","TEX","Relief Pitcher",74,180,25.66,2.43243243243243
"946","C.J.","Wilson","TEX","Relief Pitcher",74,200,26.28,2.7027027027027
"947","Frank","Francisco","TEX","Relief Pitcher",74,180,27.47,2.43243243243243
"948","Joaquin","Benoit","TEX","Relief Pitcher",75,220,29.6,2.93333333333333
"949","Rick","Bauer","TEX","Relief Pitcher",78,223,30.14,2.85897435897436
"950","Eric","Gagne","TEX","Relief Pitcher",74,234,31.15,3.16216216216216
"951","Akinori","Otsuka","TEX","Relief Pitcher",72,200,35.13,2.77777777777778
"952","Ron","Mahay","TEX","Relief Pitcher",74,185,35.67,2.5
"953","Ian","Kinsler","TEX","Second Baseman",72,175,24.69,2.43055555555556
"954","Joaquin","Arias","TEX","Shortstop",73,160,22.44,2.19178082191781
"955","Michael","Young","TEX","Shortstop",73,190,30.36,2.6027397260274
"956","Brandon","McCarthy","TEX","Starting Pitcher",79,190,23.65,2.40506329113924
"957","Edinson","Volquez","TEX","Starting Pitcher",73,190,23.66,2.6027397260274
"958","Robinson","Tejeda","TEX","Starting Pitcher",75,188,24.94,2.50666666666667
"959","A.J.","Murray","TEX","Starting Pitcher",75,200,24.96,2.66666666666667
"960","John","Koronka","TEX","Starting Pitcher",73,180,26.66,2.46575342465753
"961","John","Rheinecker","TEX","Starting Pitcher",74,230,27.76,3.10810810810811
"962","Vicente","Padilla","TEX","Starting Pitcher",74,219,29.42,2.95945945945946
"963","Kevin","Millwood","TEX","Starting Pitcher",76,235,32.18,3.0921052631579
"964","Hank","Blalock","TEX","Third Baseman",73,200,26.27,2.73972602739726
"965","Jason","Phillips","TOR","Catcher",73,177,30.42,2.42465753424658
"966","Gregg","Zaun","TOR","Catcher",70,190,35.88,2.71428571428571
"967","Adam","Lind","TOR","Designated Hitter",74,195,23.62,2.63513513513514
"968","Frank","Thomas","TOR","Designated Hitter",77,275,38.76,3.57142857142857
"969","Lyle","Overbay","TOR","First Baseman",74,227,30.09,3.06756756756757
"970","Alex","Rios","TOR","Outfielder",77,194,26.03,2.51948051948052
"971","Vernon","Wells","TOR","Outfielder",73,225,28.23,3.08219178082192
"972","Reed","Johnson","TOR","Outfielder",70,180,30.23,2.57142857142857
"973","Davis","Romero","TOR","Relief Pitcher",70,155,23.92,2.21428571428571
"974","Brandon","League","TOR","Relief Pitcher",75,192,23.96,2.56
"975","Jean","Machi","TOR","Relief Pitcher",72,160,24.08,2.22222222222222
"976","Dustin","McGowan","TOR","Relief Pitcher",75,220,24.94,2.93333333333333
"977","Jeremy","Accardo","TOR","Relief Pitcher",74,190,25.23,2.56756756756757
"978","Tracy","Thorpe","TOR","Relief Pitcher",76,250,26.21,3.28947368421053
"979","Francisco","Rosario","TOR","Relief Pitcher",72,197,26.42,2.73611111111111
"980","Matt","Roney","TOR","Relief Pitcher",75,245,27.14,3.26666666666667
"981","Brian","Tallet","TOR","Relief Pitcher",79,208,29.44,2.63291139240506
"982","Jason","Frasor","TOR","Relief Pitcher",70,170,29.56,2.42857142857143
"983","Scott","Downs","TOR","Relief Pitcher",74,190,30.95,2.56756756756757
"984","B.J.","Ryan","TOR","Relief Pitcher",78,249,31.17,3.19230769230769
"985","Aaron","Hill","TOR","Second Baseman",71,195,24.94,2.74647887323944
"986","Russ","Adams","TOR","Second Baseman",73,180,26.5,2.46575342465753
"987","Jason","Smith","TOR","Second Baseman",75,199,29.6,2.65333333333333
"988","John","McDonald","TOR","Shortstop",71,175,32.43,2.46478873239437
"989","Royce","Clayton","TOR","Shortstop",72,185,37.16,2.56944444444444
"990","Shaun","Marcum","TOR","Starting Pitcher",72,180,25.21,2.5
"991","Casey","Janssen","TOR","Starting Pitcher",76,205,25.45,2.69736842105263
"992","Gustavo","Chacin","TOR","Starting Pitcher",71,193,26.24,2.71830985915493
"993","Roy","Halladay","TOR","Starting Pitcher",78,230,29.8,2.94871794871795
"994","A.J.","Burnett","TOR","Starting Pitcher",76,230,30.15,3.02631578947368
"995","Tomo","Ohka","TOR","Starting Pitcher",73,200,30.95,2.73972602739726
"996","John","Thomson","TOR","Starting Pitcher",75,220,33.41,2.93333333333333
"997","John","Hattig","TOR","Third Baseman",74,210,27.01,2.83783783783784
"998","Troy","Glaus","TOR","Third Baseman",77,240,30.57,3.11688311688312
"999","Jesus","Flores","WAS","Catcher",73,180,22.34,2.46575342465753
"1000","Brian","Schneider","WAS","Catcher",73,196,30.26,2.68493150684932
"1001","Larry","Broadway","WAS","First Baseman",76,230,26.2,3.02631578947368
"1002","Nick","Johnson","WAS","First Baseman",75,224,28.45,2.98666666666667
"1003","Kory","Casto","WAS","Outfielder",73,200,25.23,2.73972602739726
"1004","Chris","Snelling","WAS","Outfielder",70,165,25.24,2.35714285714286
"1005","Austin","Kearns","WAS","Outfielder",75,220,26.78,2.93333333333333
"1006","Nook","Logan","WAS","Outfielder",74,180,27.26,2.43243243243243
"1007","Mike","Restovich","WAS","Outfielder",76,257,28.16,3.38157894736842
"1008","Ryan","Church","WAS","Outfielder",73,190,28.38,2.6027397260274
"1009","Alex","Escobar","WAS","Outfielder",73,190,28.48,2.6027397260274
"1010","Emiliano","Fruto","WAS","Relief Pitcher",75,235,22.73,3.13333333333333
"1011","Ryan","Wagner","WAS","Relief Pitcher",76,210,24.63,2.76315789473684
"1012","Chad","Cordero","WAS","Relief Pitcher",72,198,24.95,2.75
"1013","Jerome","Williams","WAS","Relief Pitcher",75,246,25.24,3.28
"1014","Beltran","Perez","WAS","Relief Pitcher",74,180,25.35,2.43243243243243
"1015","Brett","Campbell","WAS","Relief Pitcher",72,170,25.37,2.36111111111111
"1016","Jason","Bergmann","WAS","Relief Pitcher",76,190,25.43,2.5
"1017","Levale","Speigner","WAS","Relief Pitcher",71,170,26.43,2.3943661971831
"1018","Jon","Rauch","WAS","Relief Pitcher",83,260,28.42,3.13253012048193
"1019","Chris","Schroder","WAS","Relief Pitcher",75,210,28.53,2.8
"1020","Luis","Ayala","WAS","Relief Pitcher",74,186,29.13,2.51351351351351
"1021","Saul","Rivera","WAS","Relief Pitcher",71,150,29.23,2.11267605633803
"1022","Chris","Booker","WAS","Relief Pitcher",75,230,30.22,3.06666666666667
"1023","Micah","Bowie","WAS","Relief Pitcher",76,203,32.3,2.67105263157895
"1024","Bernie","Castro","WAS","Second Baseman",70,160,27.63,2.28571428571429
"1025","Josh","Wilson","WAS","Shortstop",73,178,25.93,2.43835616438356
"1026","Felipe","Lopez","WAS","Shortstop",73,185,26.8,2.53424657534247
"1027","Cristian","Guzman","WAS","Shortstop",72,205,28.94,2.84722222222222
"1028","Joel","Hanrahan","WAS","Starting Pitcher",75,215,25.4,2.86666666666667
"1029","Shawn","Hill","WAS","Starting Pitcher",74,185,25.84,2.5
"1030","Mike","O'Connor","WAS","Starting Pitcher",75,170,26.54,2.26666666666667
"1031","Billy","Traber","WAS","Starting Pitcher",77,205,27.45,2.66233766233766
"1032","Tim","Redding","WAS","Starting Pitcher",72,200,29.05,2.77777777777778
"1033","John","Patterson","WAS","Starting Pitcher",77,208,29.08,2.7012987012987
"1034","Ryan","Zimmerman","WAS","Third Baseman",75,210,22.42,2.8
